61,,,,,"Articles of Apparel and Clothing Accessories, Knitted or Crocheted",,,,,,,,,,,,,,,,,,,,,,,,,,,
6110.30.1570,,,,,- - - - - Men's or boys',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6110.30.1580,,,,,- - - - - Women's or girls',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,- - - - Other:,,,,,,,,,,,,,,,,,,,,,,,,,,,
- - - - - Containing 30 percent or more by weight of silk or silk waste:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6110.30.2070,,,,,- - - - - - Men's or boys',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6110.30.2080,,,,,- - - - - - Women's or girls',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,- - - - - Other:,,,,,,,,,,,,,,,,,,,,,,,,,,,
6110.30.3005,,,,,"- - - - - - Boys' and girls' garments, exported as parts of playsuits",,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,- - - - - - Other:,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,- - - - - - - Sweaters:,,,,,,,,,,,,,,,,,,,,,,,,,,,
6110.30.3012,,,,,- - - - - - - - Men's or boys',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6110.30.3022,,,,,- - - - - - - - Women's or girls',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,- - - - - - - Sweatshirts:,,,,,,,,,,,,,,,,,,,,,,,,,,,
6110.30.3040,,,,,- - - - - - - - Men's or boys',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6110.30.3045,,,,,- - - - - - - - Women's or girls',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
"Schedule B No.
and Headings",,,,,Commodity Description,,"Unit of
Quantity","Second
Quantity",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,- - - - - - - Other:,,,,,,,,,,,,,,,,,,,,,,,,,,,
6110.30.3060,,,,,- - - - - - - - Men's or boys',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6110.30.3070,,,,,- - - - - - - - Women's or girls',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
- - - Containing 25 percent or more by weight of leather:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6110.30.1070,,,,,- - - - Men's or boys',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6110.30.1080,,,,,- - - - Women's or girls',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6110.90,,,,,- - Of other textile materials:,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,- - - Sweaters:,,,,,,,,,,,,,,,,,,,,,,,,,,,
6110.90.0011,,,,,- - - - Men's or boys',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6110.90.0027,,,,,- - - - Women's or girls',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,- - - Other:,,,,,,,,,,,,,,,,,,,,,,,,,,,
6110.90.0092,,,,,- - - - Men's or boys',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6110.90.0096,,,,,- - - - Women's or girls',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6111,,,,,"- Babies' garments and clothing accessories, knitted or crocheted:",,,,,,,,,,,,,,,,,,,,,,,,,,,
6111.20.0000,,,,,- - Of cotton,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6111.30.0000,,,,,- - Of synthetic fibers,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6111.90,,,,,- - Of other textile materials:,,,,,,,,,,,,,,,,,,,,,,,,,,,
6111.90.0500,,,,,- - - Of wool or fine animal hair,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6111.90.1500,,,,,- - - Of artificial fibers,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6111.90.6002,,,,,- - - Other,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6112,,,,,"- Track suits, ski-suits and swimwear, knitted or crocheted:",,,,,,,,,,,,,,,,,,,,,,,,,,,
- - Track suits (including warm-up suits and jogging suits):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112.11,,,,,- - - Of cotton:,,,,,,,,,,,,,,,,,,,,,,,,,,,
- - - - Garments described in heading 6101 or 6102 and shirts:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112.11.0015,,,,,- - - - - Men's or boys',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6112.11.0035,,,,,- - - - - Women's or girls',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,- - - - Trousers:,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112.11.0050,,,,,- - - - - Men's or boys',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6112.11.0060,,,,,- - - - - Women's or girls',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6112.12,,,,,- - - Of synthetic fibers:,,,,,,,,,,,,,,,,,,,,,,,,,,,
- - - - Garments described in heading 6101 or 6102 and shirts:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112.12.0015,,,,,- - - - - Men's or boys',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6112.12.0035,,,,,- - - - - Women's or girls',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,- - - - Trousers:,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112.12.0050,,,,,- - - - - Men's or boys',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6112.12.0060,,,,,- - - - - Women's or girls',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6112.19,,,,,- - - Of other textile materials:,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112.19.1000,,,,,- - - - Of artificial fibers,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6112.19.2000,,,,,- - - - Other,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6112.20,,,,,- - Ski suits:,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112.20.1000,,,,,- - - Of manmade fibers,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6112.20.2000,,,,,- - - Of other textile materials,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,- - Men's or boys' swimwear:,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112.31.0000,,,,,- - - Of synthetic fibers,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
"Schedule B No.
and Headings",,,,,Commodity Description,,"Unit of
Quantity","Second
Quantity",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112.39.0000,,,,,"- - - Of other textile materials
- - Women's or girls' swimwear:",,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6112.41.0000,,,,,- - - Of synthetic fibers,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6112.49.0000,,,,,- - - Of other textile materials,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6113,,,,,"- Garments, made up of knitted or crocheted fabrics of heading 5903,",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5906 or 5907:,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"- - Having an outer surface impregnated, coated, covered, or",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,laminated with rubber or plastic material which completely obscures,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,the underlying fabric:,,,,,,,,,,,,,,,,,,,,,,,,,,,
6113.00.0005,,,,,"- - - Coats and jackets:
- - - - Men's or boys'",,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6113.00.0010,,,,,- - - - Women's or girls',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6113.00.0012,,,,,- - - Other,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6113.00.0095,,,,,"- - Other:
- - - Men's or boys'",,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6113.00.0097,,,,,- - - Women's or girls',,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6114,,,,,"- Other garments, knitted or crocheted:",,,,,,,,,,,,,,,,,,,,,,,,,,,
6114.20.0000,,,,,- - Of cotton,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6114.30.0000,,,,,- - Of manmade fibers,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6114.90,,,,,- - Of other textile materials:,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114.90.0500,,,,,- - - Of wool or fine animal hair,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6114.90.8000,,,,,- - - Other,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6115,,,,,"- Panty hose, tights, stockings, socks and other hosiery, including",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"graduated compression hosiery (for example, stockings for varicose",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"veins) and footwear without applied soles, knitted or crocheted:",,,,,,,,,,,,,,,,,,,,,,,,,,,
6115.10.0000,,,,,"- - Graduated compression hosiery (for example, stockings for varicose veins)",,Dz prs.,kg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,- - Other panty hose and tights:,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115.21.0000,,,,,"- - - Of synthetic fibers, measuring per single yarn less than 67 decitex
(2.16 oz./10,000 yds.)",,Dz prs.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6115.22.0000,,,,,"- - - Of synthetic fibers, measuring per single yarn 67 decitex (2.16
oz./10,000 yds.) or more",,Dz prs.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6115.29.0000,,,,,- - - Of other textile materials,,Dz prs.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6115.30.0000,,,,,"- - Other women's full-length or knee-length hosiery, measuring per
single yarn less than 67 decitex (2.16 oz./10,000 yds.)",,Dz prs.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6115.94.0000,,,,,"- - Other:
- - - Of wool or fine animal hair",,Dz prs.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6115.95.0000,,,,,- - - Of cotton,,Dz prs.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6115.96.0000,,,,,- - - Of synthetic fibers,,Dz prs.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6115.99.0002,,,,,- - - Of other textile materials,,Dz prs.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6116,,,,,"- Gloves, mittens and mitts, knitted or crocheted:",,,,,,,,,,,,,,,,,,,,,,,,,,,
6116.10.0000,,,,,"- - Impregnated, coated, covered or laminated with plastics or rubber",,Dz prs.,kg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,- - Other:,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schedule B No.
and Headings",,,,,Commodity Description,,"Unit of
Quantity","Second
Quantity",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6116.91.0000,,,,,- - - Of wool or fine animal hair,,Dz prs.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6116.92.0000,,,,,- - - Of cotton,,Dz prs.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6116.93.0000,,,,,- - - Of synthetic fibers,,Dz prs.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6116.99.0000,,,,,- - - Of other textile materials,,Dz prs.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6117,,,,,"- Other made-up clothing accessories, knitted or crocheted; knitted
or crocheted parts of garments or of clothing accessories:",,,,,,,,,,,,,,,,,,,,,,,,,,,
6117.10.0000,,,,,"- - Shawls, scarves, mufflers, mantillas, veils and the like",,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6117.80,,,,,- - Other accessories:,,,,,,,,,,,,,,,,,,,,,,,,,,,
6117.80.4000,,,,,"- - - Ties, bow ties and cravats",,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6117.80.9000,,,,,- - - Other,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
6117.90.0000,,,,,- - Parts,,Doz.,kg,,,,,,,,,,,,,,,,,,,,,,,,
